"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"606",7,9,2,1,1,0,9,1,5,0
"607",3,9,1,5,4,9,3,7,3,4
"608",2,7,2,8,9,3,6,8,8,6
"609",8,0,7,9,3,0,5,4,2,0
"610",4,9,7,8,5,1,8,8,3,6
"611",9,4,3,6,6,9,7,4,1,7
"612",3,9,8,3,0,5,5,1,1,4
"613",4,9,0,5,4,6,2,1,5,6
"614",5,2,9,7,5,2,0,5,5,0
"615",6,9,4,8,8,3,5,2,2,3
"616",4,9,5,2,3,3,2,8,9,0
"617",5,9,3,4,2,3,7,1,1,9
"618",3,5,1,1,0,6,8,9,9,0
"619",6,6,7,7,9,4,0,1,8,8
"620",3,9,0,0,5,3,7,4,5,4
"621",6,1,5,5,4,9,3,4,6,4
"622",7,3,2,3,1,6,4,5,9,0
"623",9,5,3,6,7,9,5,3,4,6
"624",2,3,7,5,7,0,3,4,8,4
"625",2,8,0,6,6,3,5,6,0,7
"626",0,6,0,0,6,4,3,5,1,9
"627",1,0,6,3,3,8,6,3,8,6
"628",5,5,3,8,5,0,7,5,1,0
"629",7,5,7,9,4,7,9,2,4,8
"630",5,5,7,4,9,6,8,2,7,6
"631",2,0,0,4,8,7,6,5,5,6
"632",5,9,2,3,4,9,0,1,4,8
"633",2,3,5,7,0,3,5,5,4,6
"634",8,9,3,1,6,0,4,0,7,7
"635",3,8,6,8,8,4,1,9,9,9
"636",6,1,4,9,8,0,7,4,4,2
"637",1,0,6,9,3,1,1,9,9,7
"638",8,1,8,8,0,5,4,2,2,3
"639",1,4,3,1,3,2,5,3,3,5
"640",7,9,7,7,8,1,9,6,1,2
"641",0,0,8,1,8,7,3,7,8,6
"642",3,9,6,5,5,3,8,0,1,4
"643",6,2,7,7,5,1,6,5,5,7
"644",4,2,5,8,9,0,4,9,1,4
"645",0,0,2,8,6,3,2,4,2,8
"646",8,6,4,7,1,4,5,1,1,9
"647",0,5,4,8,8,1,5,9,4,4
"648",2,8,4,2,4,1,5,0,5,1
"649",1,9,2,8,4,4,6,0,0,8
"650",7,1,1,9,1,8,9,0,1,8
"651",6,8,0,0,9,2,6,7,6,8
"652",8,2,1,8,6,2,9,0,5,5
"653",6,3,9,6,6,4,8,9,3,3
"654",3,3,3,9,4,6,2,7,1,2
"655",8,1,0,5,2,0,3,3,5,7
"656",8,3,4,1,0,7,3,5,4,4
"657",9,8,9,7,7,9,1,5,4,2
"658",5,6,8,7,4,0,1,1,3,0
"659",3,4,7,8,9,2,9,1,9,3
"660",8,8,6,3,5,6,1,0,1,2
"661",5,9,2,7,7,7,3,4,2,1
"662",0,1,6,2,6,3,5,8,9,9
"663",2,4,0,2,8,6,4,5,7,8
"664",7,4,6,7,6,6,1,9,1,2
"665",5,7,4,1,2,0,0,7,6,6
"666",6,3,6,4,5,0,7,0,7,9
"667",9,8,0,8,3,1,3,0,5,2
"668",1,2,2,9,6,1,7,1,7,5
"669",6,4,4,7,2,5,6,9,6,7
"670",2,3,0,7,5,7,7,2,9,4
"671",0,5,0,1,8,6,3,1,5,7
"672",2,8,0,2,0,2,0,6,3,3
"673",0,4,0,4,9,3,5,9,2,4
"674",8,9,0,9,5,4,4,5,8,0
"675",7,4,2,8,2,1,4,9,5,6
"676",2,3,8,0,8,0,8,6,5,4
"677",5,2,9,8,4,3,5,8,2,4
"678",8,7,5,1,5,8,0,4,1,4
"679",7,3,4,3,2,1,9,9,3,9
"680",6,4,8,9,5,7,0,3,5,8
"681",5,8,4,4,8,4,7,5,9,3
"682",7,4,0,2,6,9,0,0,4,4
"683",5,8,3,5,2,6,2,6,5,2
"684",1,3,9,7,9,5,5,2,7,8
"685",1,6,5,1,6,9,0,2,6,2
"686",3,5,9,8,3,0,5,0,4,1
"687",3,8,1,7,0,4,9,0,7,2
"688",8,0,6,1,1,0,2,4,6,8
"689",6,9,3,8,9,8,9,3,6,9
"690",8,9,7,2,8,5,2,3,8,4
"691",0,0,8,0,4,1,0,8,7,4
"692",8,8,4,1,2,2,7,2,8,1
"693",6,4,8,7,9,2,6,9,4,8
"694",9,3,7,0,6,2,0,4,1,7
"695",9,9,9,7,3,4,4,8,2,6
"696",0,4,4,8,8,0,8,1,5,6
"697",9,7,4,1,2,6,9,8,1,7
"698",4,5,1,5,3,7,6,3,4,4
"699",9,3,4,0,8,6,6,9,5,5
"700",8,1,1,5,6,9,7,1,1,1
"701",9,6,8,9,5,7,2,9,8,4
"702",5,9,5,1,5,7,5,4,7,7
"703",5,0,2,3,6,7,3,0,2,3
"704",3,2,9,6,9,4,5,9,7,9
"705",7,3,6,2,0,0,4,8,2,0
"706",5,3,3,7,0,0,2,5,6,4
"707",5,5,1,3,1,5,3,9,4,7
"708",8,2,8,5,5,3,8,9,9,3
"709",2,8,3,5,8,4,8,0,2,8
"710",1,8,8,0,9,2,0,8,0,3
"711",7,4,4,2,7,2,3,0,8,3
"712",1,6,3,4,0,0,5,0,6,4
"713",9,9,1,0,6,5,6,4,7,8
"714",6,9,9,8,9,8,0,1,3,2
"715",5,9,7,2,3,8,8,5,1,0
"716",5,3,5,5,3,0,3,8,1,7
"717",3,4,8,6,2,0,2,4,1,1
"718",0,3,7,3,6,6,6,9,7,9
"719",7,2,3,4,0,1,6,4,3,9
"720",8,2,7,0,6,8,5,9,8,0
"721",3,2,8,9,4,9,1,1,6,2
"722",5,0,1,9,4,9,7,7,8,7
"723",0,0,2,2,6,2,2,5,6,8
"724",8,2,2,9,0,2,2,8,3,8
"725",6,1,1,1,9,6,1,9,9,3
"726",7,4,7,5,9,7,7,2,8,1
"727",3,5,2,3,6,7,3,8,6,7
"728",5,2,3,3,4,4,8,4,1,3
"729",8,4,7,1,8,9,3,3,3,5
"730",9,3,2,5,5,6,6,7,1,0
"731",0,5,4,4,8,7,9,4,0,1
"732",2,4,7,9,9,1,3,7,2,8
"733",2,1,7,8,9,0,1,5,5,4
"734",3,3,7,6,2,2,7,9,5,7
"735",4,9,5,9,0,5,9,3,9,1
"736",5,7,7,8,2,8,0,9,2,8
"737",1,6,0,0,8,6,9,2,5,9
"738",2,7,0,5,1,6,5,5,3,1
"739",3,9,7,7,2,1,3,0,1,6
"740",2,1,4,9,9,1,9,7,6,6
"741",7,9,4,0,0,9,4,9,2,7
"742",3,9,6,2,4,8,0,5,0,7
"743",9,0,2,6,6,3,4,6,2,0
"744",4,4,1,0,1,2,2,1,8,4
"745",2,4,2,1,1,6,6,6,2,7
"746",5,6,1,2,2,4,4,9,3,3
"747",1,2,6,9,1,9,0,8,0,8
"748",6,2,2,5,6,1,4,0,3,0
"749",2,7,0,2,7,5,0,6,2,8
"750",7,6,3,6,3,2,3,7,9,1
"751",4,5,5,0,4,7,3,2,6,2
"752",4,3,1,1,1,5,4,6,2,7
"753",7,6,9,2,1,3,8,3,4,2
"754",4,0,1,1,9,2,0,4,3,3
"755",6,9,1,0,0,6,8,5,1,0
"756",4,0,4,2,5,3,9,4,3,9
"757",5,0,5,5,4,1,4,8,5,1
"758",3,8,6,5,6,8,6,7,2,1
"759",8,2,2,0,0,0,0,4,6,8
"760",3,0,8,4,6,0,2,5,5,6
"761",8,4,0,7,0,3,7,2,2,6
"762",0,4,3,8,2,8,2,3,4,5
"763",8,8,2,3,5,5,4,1,0,2
"764",9,0,9,7,6,4,2,2,4,6
"765",4,7,4,2,5,6,1,0,0,9
"766",8,8,3,3,6,6,8,3,8,9
"767",6,3,3,6,8,3,0,1,7,9
"768",3,0,1,9,6,4,1,5,6,4
"769",9,5,5,7,5,0,5,0,8,4
"770",8,5,9,3,0,6,4,4,4,9
"771",4,3,2,3,4,6,1,1,5,5
"772",7,6,2,2,5,0,7,6,5,2
"773",2,9,3,0,6,1,4,4,0,7
"774",8,0,8,1,8,7,6,7,8,8
"775",9,5,2,2,2,1,0,9,3,0
"776",5,2,1,8,3,8,7,8,4,6
"777",2,8,8,7,9,1,1,5,0,6
"778",1,0,1,0,0,7,7,6,6,7
"779",7,9,8,6,9,4,3,9,2,2
"780",5,8,3,2,5,8,1,4,0,4
"781",9,4,9,6,9,9,6,7,3,6
"782",5,0,4,8,3,5,7,5,6,5
"783",2,7,6,0,4,7,0,6,5,5
"784",0,4,2,9,2,2,1,1,8,8
"785",4,8,8,3,7,9,9,9,7,2
"786",9,4,3,9,4,2,8,2,3,6
"787",4,6,2,2,7,2,2,5,1,3
"788",8,4,4,4,5,6,8,7,2,4
"789",9,4,3,4,5,9,5,4,5,8
"790",9,7,4,2,1,9,9,8,0,9
"791",8,3,0,8,0,3,3,1,6,5
"792",8,0,8,1,0,0,1,3,0,7
"793",1,1,3,7,8,4,8,3,4,3
"794",1,5,5,4,5,0,6,3,7,1
"795",4,1,1,4,8,3,1,4,3,8
"796",5,8,9,6,3,8,4,5,2,5
"797",6,5,1,1,9,5,0,9,9,3
"798",7,8,5,2,4,4,2,8,2,7
"799",8,8,0,9,8,4,5,7,0,7
"800",3,8,3,5,0,1,6,7,8,9
"801",0,5,1,4,0,6,3,8,1,5
"802",5,8,7,9,7,9,3,5,3,4
"803",2,5,4,7,2,9,4,2,7,8
"804",1,1,8,9,2,0,5,7,9,5
"805",5,1,5,7,4,4,1,1,7,8
"806",1,6,7,1,3,4,1,5,4,9
"807",2,9,6,0,3,9,7,1,4,9
"808",5,0,8,1,6,2,8,4,9,2
"809",2,5,2,2,3,1,9,6,5,5
"810",2,2,6,4,0,1,8,6,4,2
"811",6,7,9,9,1,6,8,2,6,6
"812",0,9,2,5,5,3,9,2,0,2
"813",7,0,8,4,6,1,9,7,6,4
"814",9,7,1,7,5,8,7,0,7,3
"815",1,3,6,2,1,3,8,5,8,5
"816",1,4,4,4,8,5,8,4,5,8
"817",4,9,2,7,3,6,6,6,5,2
"818",8,5,1,6,7,7,3,2,7,8
"819",6,7,6,7,3,1,0,9,0,0
"820",5,6,6,3,8,5,3,3,4,2
"821",5,0,5,7,8,2,7,7,3,2
"822",9,3,5,2,9,1,6,6,4,5
"823",0,6,2,3,7,6,1,0,1,5
"824",1,2,3,7,2,2,0,1,1,3
"825",9,2,9,8,6,8,7,9,6,5
"826",9,2,4,2,2,0,9,6,9,1
"827",3,2,0,6,0,0,0,9,9,4
"828",5,5,2,6,7,3,1,7,0,5
"829",7,2,7,1,8,5,8,9,9,3
"830",5,3,2,6,7,7,2,0,4,1
"831",8,3,4,3,9,9,3,1,9,2
"832",0,6,1,9,2,3,4,5,3,8
"833",8,7,7,8,7,5,8,2,3,9
"834",4,7,3,8,1,8,9,2,5,5
"835",6,3,6,7,4,0,6,4,0,8
"836",8,6,8,8,8,1,7,0,4,4
"837",3,3,1,9,8,7,8,6,6,9
"838",2,4,1,4,6,1,7,7,8,3
"839",4,0,5,4,9,9,6,5,5,2
"840",1,0,4,5,8,1,9,9,0,7
"841",0,7,9,9,4,9,7,2,2,2
"842",1,6,6,9,9,3,6,0,4,7
"843",4,4,3,8,3,3,3,1,8,1
"844",4,1,3,7,1,3,7,5,2,8
"845",8,3,5,9,5,5,1,9,6,7
"846",5,7,5,1,8,0,2,3,7,1
"847",1,7,2,8,1,9,9,2,8,5
"848",5,6,5,3,4,8,1,6,4,1
"849",1,0,1,9,0,6,3,3,3,5
"850",9,1,5,5,7,1,8,1,1,8
"851",4,3,5,1,2,8,7,5,0,3
"852",5,0,5,9,9,0,8,9,8,0
"853",2,9,1,8,9,4,1,2,2,4
"854",3,2,0,8,5,9,7,0,3,1
"855",0,3,2,5,5,5,7,9,1,1
"856",2,5,9,8,7,4,6,1,6,9
"857",3,1,8,9,0,0,1,9,6,5
"858",0,1,0,9,8,7,0,4,0,5
"859",8,1,8,6,4,1,0,6,9,0
"860",6,8,9,6,6,6,5,6,1,4
"861",8,4,2,3,5,5,1,6,3,6
"862",2,0,7,9,9,6,7,2,0,1
"863",0,2,1,9,4,7,0,7,0,5
"864",0,0,4,8,7,9,3,2,3,0
"865",7,9,0,7,2,0,7,5,2,2
"866",5,7,4,0,1,4,2,8,2,3
"867",9,8,9,3,5,0,8,6,9,6
"868",1,0,5,2,8,2,3,5,9,8
"869",5,9,2,8,0,0,7,7,9,1
"870",7,4,5,8,4,1,5,2,8,0
"871",2,3,1,5,1,3,9,9,4,4
"872",8,8,6,9,1,6,2,3,0,1
"873",6,4,5,4,4,7,9,0,6,1
"874",7,8,1,9,8,9,9,9,8,3
"875",0,2,3,6,2,9,1,8,1,0
"876",2,1,7,7,2,6,9,8,8,5
"877",9,1,6,8,9,4,8,0,2,8
"878",4,1,7,8,4,8,2,6,7,6
"879",4,1,8,9,0,4,8,4,2,3
"880",6,1,5,5,4,2,4,8,8,0
"881",2,3,9,3,7,7,2,8,4,0
"882",0,3,2,1,0,7,6,7,5,5
"883",0,3,9,7,6,5,8,7,5,5
"884",3,0,8,4,7,4,9,4,4,4
"885",3,1,9,6,3,5,9,7,7,0
"886",2,3,8,2,3,8,6,7,0,7
"887",4,1,1,9,6,9,0,2,6,5
"888",3,9,9,8,5,7,8,5,5,3
"889",8,7,4,4,7,7,9,0,4,8
"890",2,6,6,7,1,0,1,8,5,6
"891",8,1,1,7,6,3,8,2,9,1
"892",6,2,6,0,5,7,4,0,8,6
"893",2,3,5,1,7,9,3,9,8,3
"894",5,7,6,9,2,8,1,5,7,5
"895",3,6,9,7,8,0,0,0,0,1
"896",9,4,3,5,6,9,2,1,0,1
"897",8,6,6,0,2,6,4,6,5,5
"898",7,6,1,7,5,7,0,1,7,0
"899",2,2,4,3,9,1,2,7,6,5
"900",5,1,3,7,4,9,0,9,7,4
"901",0,7,9,8,2,2,4,6,7,3
"902",3,3,9,6,4,5,0,4,6,5
"903",2,8,7,9,9,7,1,7,4,8
"904",6,6,4,6,6,3,1,8,0,7
"905",5,1,7,8,1,5,1,9,7,5
"906",4,8,6,0,7,5,3,9,5,3
"907",7,7,8,8,9,1,0,3,3,4
"908",0,5,5,4,0,9,1,6,0,1
"909",6,1,0,7,7,4,6,6,7,6
"910",1,8,5,5,6,7,1,5,6,5
"911",4,5,3,4,2,1,7,2,4,3
"912",6,0,5,9,4,7,9,1,5,5
"913",5,8,4,6,9,8,2,4,9,7
"914",9,1,2,6,5,9,5,6,1,7
"915",5,4,9,5,6,9,8,6,0,9
"916",9,6,5,1,0,9,5,4,8,2
"917",6,8,3,1,1,6,9,7,4,8
"918",5,9,1,4,1,3,8,1,7,1
"919",4,2,8,2,1,2,3,0,3,8
"920",7,1,1,5,1,7,8,0,3,4
"921",3,7,8,8,5,0,4,9,8,3
"922",4,6,6,5,2,0,6,2,2,0
"923",1,0,6,6,4,8,1,8,1,2
"924",5,5,0,8,7,3,9,4,9,8
"925",1,0,8,0,3,3,4,4,7,4
"926",1,8,1,4,5,4,3,4,9,4
"927",0,9,6,9,8,8,6,4,8,7
"928",3,3,4,1,1,7,9,8,3,5
"929",4,8,0,4,8,8,2,3,6,1
"930",5,8,2,2,5,6,4,3,7,0
"931",0,9,3,1,9,7,9,5,5,1
"932",3,6,7,5,6,4,3,4,9,7
"933",9,5,0,3,7,0,3,5,2,1
"934",2,7,8,6,9,6,7,9,3,6
"935",0,6,1,3,3,9,4,8,9,4
"936",2,2,1,9,5,7,6,9,4,8
"937",4,6,8,5,2,0,3,5,6,4
"938",1,9,2,9,7,1,5,8,0,7
"939",9,0,6,7,3,4,1,8,5,0
"940",7,5,5,7,4,2,8,5,9,3
"941",1,8,5,9,4,1,1,6,6,2
"942",6,2,7,1,5,7,8,7,1,0
"943",5,6,7,1,3,8,1,5,0,1
"944",0,4,2,1,6,5,0,0,4,6
"945",9,9,4,4,2,5,3,2,8,1
"946",7,9,3,9,2,3,0,7,8,2
"947",1,2,2,7,3,9,3,2,1,6
"948",6,9,4,2,1,4,0,7,1,1
"949",9,3,4,5,9,8,3,4,7,2
"950",4,1,4,2,4,3,0,5,0,1
"951",5,8,0,4,1,0,9,5,4,7
"952",0,3,7,6,7,8,3,5,7,2
"953",5,8,0,7,4,8,9,3,9,1
"954",9,4,3,5,1,5,5,9,7,4
"955",8,4,5,7,8,8,8,0,8,3
"956",5,5,5,7,4,9,8,0,8,3
"957",6,7,1,0,8,2,8,6,9,0
"958",4,3,0,3,2,4,1,5,2,4
"959",6,6,5,8,0,8,3,7,9,7
"960",4,7,0,3,1,6,8,5,7,5
"961",2,2,8,0,9,2,6,9,3,0
"962",0,5,3,2,2,1,9,3,1,8
"963",0,9,5,8,1,4,4,0,3,5
"964",2,8,1,9,3,7,1,3,9,8
"965",6,2,9,4,0,9,2,0,7,2
"966",1,5,0,6,2,5,1,6,9,0
"967",6,3,3,6,0,9,6,5,2,7
"968",4,3,3,4,9,2,6,1,2,4
"969",7,9,9,1,7,1,0,1,9,4
"970",0,2,5,0,3,4,6,1,2,1
"971",5,1,7,3,8,7,0,9,7,8
"972",6,2,7,0,3,7,7,2,4,3
"973",2,2,7,4,4,2,4,7,7,3
"974",5,4,0,5,7,4,7,3,4,7
"975",0,1,8,1,6,8,9,1,5,2
"976",1,3,5,5,6,9,4,4,7,1
"977",6,4,4,2,9,0,3,0,9,7
"978",0,8,0,4,2,7,5,7,6,2
"979",7,4,7,2,7,0,5,6,3,3
"980",9,6,0,6,0,5,6,0,3,4
"981",6,4,7,8,2,4,6,5,7,1
"982",7,6,6,9,6,6,5,3,3,6
"983",7,1,8,2,8,8,3,9,6,8
"984",5,2,0,8,2,0,4,7,0,4
"985",2,1,4,6,1,1,3,4,8,4
"986",6,7,7,2,2,7,0,7,4,4
"987",2,8,6,5,7,2,0,0,6,0
"988",0,4,6,6,3,5,3,7,0,8
"989",3,6,4,5,3,2,7,1,5,0
"990",1,8,8,7,8,5,3,2,0,8
"991",1,6,5,1,5,9,6,6,2,4
"992",6,2,6,7,1,0,9,0,6,1
"993",6,3,7,8,7,0,4,1,1,4
"994",8,9,9,3,5,1,1,1,1,1
"995",0,7,7,4,7,8,7,9,5,8
"996",8,1,3,4,9,2,6,4,9,3
"997",3,1,2,5,1,0,0,0,5,5
"998",4,5,7,1,6,1,1,7,0,1
"999",5,4,6,7,9,1,7,2,5,7
"1000",8,7,5,5,8,0,0,9,7,6
